"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.117647058823529
"2",0.0980392156862745,0.0980392156862745,0.117647058823529,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745
"3",0.11864406779661,0.11864406779661,0.101694915254237,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.11864406779661,0.0847457627118644,0.11864406779661,0.0847457627118644
"4",0.0980392156862745,0.0980392156862745,0.117647058823529,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745
"5",0.0892857142857143,0.142857142857143,0.0892857142857143,0.0892857142857143,0.107142857142857,0.0892857142857143,0.107142857142857,0.0892857142857143,0.0892857142857143,0.107142857142857
"6",0.115384615384615,0.0961538461538462,0.115384615384615,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462
"7",0.0925925925925926,0.0925925925925926,0.111111111111111,0.12962962962963,0.111111111111111,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926
"8",0.0909090909090909,0.0909090909090909,0.109090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.127272727272727,0.0909090909090909,0.109090909090909,0.109090909090909
"9",0.0925925925925926,0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926,0.12962962962963
"10",0.0892857142857143,0.107142857142857,0.0892857142857143,0.0892857142857143,0.125,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.125,0.107142857142857
"11",0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.12962962962963
"12",0.0909090909090909,0.127272727272727,0.127272727272727,0.0909090909090909,0.109090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
"13",0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.117647058823529,0.0980392156862745,0.0980392156862745
"14",0.0909090909090909,0.0909090909090909,0.0909090909090909,0.109090909090909,0.109090909090909,0.109090909090909,0.0909090909090909,0.109090909090909,0.109090909090909,0.0909090909090909
"15",0.0925925925925926,0.0925925925925926,0.111111111111111,0.12962962962963,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.111111111111111
"16",0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.117647058823529,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745
"17",0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.134615384615385,0.0961538461538462
"18",0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.117647058823529,0.0980392156862745,0.0980392156862745
"19",0.105263157894737,0.087719298245614,0.087719298245614,0.087719298245614,0.175438596491228,0.087719298245614,0.087719298245614,0.087719298245614,0.105263157894737,0.087719298245614
"20",0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.117647058823529,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745
"21",0.0909090909090909,0.109090909090909,0.109090909090909,0.109090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.109090909090909,0.109090909090909,0.0909090909090909
"22",0.134615384615385,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462
"23",0.125,0.0892857142857143,0.0892857142857143,0.142857142857143,0.107142857142857,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.0892857142857143
"24",0.0980392156862745,0.0980392156862745,0.0980392156862745,0.117647058823529,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.0980392156862745
"25",0.145161290322581,0.0806451612903226,0.0967741935483871,0.0967741935483871,0.112903225806452,0.0806451612903226,0.0806451612903226,0.0967741935483871,0.129032258064516,0.0806451612903226
"26",0.12962962962963,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926
"27",0.107692307692308,0.0923076923076923,0.0769230769230769,0.107692307692308,0.0769230769230769,0.0923076923076923,0.107692307692308,0.0923076923076923,0.153846153846154,0.0923076923076923
"28",0.0961538461538462,0.0961538461538462,0.0961538461538462,0.115384615384615,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.115384615384615,0.0961538461538462,0.0961538461538462
"29",0.0961538461538462,0.0961538461538462,0.115384615384615,0.115384615384615,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462,0.0961538461538462
